SurveyID,Weight_norm,geo,activity_1,activity_2,activity_3,activity_4,activity_5,activity_6,activity_13,activity_14,activity_7,activity_8,,fish_1,fish_2,fish_3,fish_4,fish_5,consume,source_a,source_b,source_c,source_1,source_2,source_3,source_4,source_5,condition_1,condition_2,condition_3,condition_7,condition_8,last10_1,last10_2,last10_3,last10_7,last10_8,next10,value_1,value_2,value_3,value_4,threatfam_1,threatfam_2,threatfam_3,threatfam_4,threatfam_5,threatfam_6,threatfam_7,threatfam_8,threatfam_12,threatfam_13,threatlvl,MPAfam,mngmnt_20,mngmnt_2,mngmnt_13,mngmnt_21,mngmnt_22,mngmnt_11,mngmnt_12,mngmnt_15,mngmnt_16,mngmnt_17,mngmnt_19,mngmnt_23,envbehavior,infosource_a,infosource_b,infosource_c,infosource_1,infosource_2,infosource_3,infosource_4,infosource_6,infosource_7,infosource_15,infosource_9,infosource_10,infosource_11,sourcetrust_1,sourcetrust_2,sourcetrust_3,sourcetrust_4,sourcetrust_5,sourcetrust_6,sourcetrust_13,sourcetrust_7,sourcetrust_8,sourcetrust_9,sourcetrust_10,comminvolve,commdefine,decisions,sex,age,tenure,language_1,language_2,language_3,language_24,language_25,language_8,language_9,language_10,language_11,language_13,language_14,language_15,language_16,language_17,language_20,language_21,language_23,language_22,race_11,race_14,race_7,race_10,race_9,race_12,race_19,race_25,race_31,race_15,race_18,race_28,race_3,race_1,race_23,race_20,race_22,race_26,race_29,educ,employ,employ_specify,occup,hhincome
118,2.4,1,3,2,1,1,3,1,2,2,1,1,17,.,.,.,.,.,1,1,2,.,1,1,0,0,0,4,4,5,4,4,5,5,5,5,5,2,5,1,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,12,.,.,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,8,5,It is very environmentally conscious and very green.,1,1,1963,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.,.,4,3,.,Hotel banquet staff,6
125,2.4,1,4,4,4,3,1,1,4,1,3,4,29,4,1,4,4,2,,1,2,.,1,1,0,0,0,2,1,1,3,2,2,2,1,2,1,3,4,2,2,4,2,2,2,2,2,2,2,2,2,2,4,2,4,4,4,4,4,4,4,4,4,2,2,2,3,1,2,3,1,1,1,0,0,0,0,0,0,0,3,3,3,.,.,.,.,.,.,.,.,2,I don't know the answer.,2,1,1960,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,3,5,.,Handyman,3
126,2.4,1,2,2,1,1,2,1,1,1,1,1,13,.,.,.,.,.,4,1,.,.,1,0,0,0,0,4,3,3,4,3,2,3,2,3,2,1,5,2,4,8,4,4,4,4,4,2,4,4,4,4,3,4,4,4,4,8,4,4,4,8,4,4,4,4,2,6,9,11,0,0,0,0,1,0,0,1,0,1,.,.,.,.,4,.,.,2,.,4,.,3,They are probably not engaged very much with the environment.,1,1,1945,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,5,3,.,Computer programmer,8
127,2.4,1,2,1,1,2,2,1,1,1,1,1,13,.,.,.,.,.,,1,.,.,1,0,0,0,0,5,8,8,5,8,3,8,8,3,3,1,4,2,3,3,4,4,4,4,4,2,2,2,2,4,3,2,4,4,2,4,4,4,4,4,4,2,2,4,2,1,4,7,1,0,0,1,0,1,0,0,0,0,5,.,.,4,.,4,.,.,.,.,.,8,I cannot say.,1,1,1969,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.,.,5,3,.,Personal security,6
131,2.4,1,4,2,1,2,3,2,2,3,2,2,23,1,1,1,1,1,1,1,5,.,1,0,0,0,1,4,2,4,4,4,1,1,8,8,2,1,5,1,4,5,4,4,2,5,4,4,4,4,2,4,4,4,5,5,5,5,5,5,5,8,5,4,5,4,4,1,2,3,1,1,1,0,0,0,0,0,0,0,8,8,8,.,.,.,.,.,.,.,.,5,"In Kailua and Kaneohe, they are community groups actively working on both research and community efforts on improving the conditions of the corals and  fish, and the invasive seaweeds.  They are groups working on that.  I have been approached to help, and I have done a beach cleanup personally.",2,2,1952,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,4,3,.,Caretaker for elders,5
145,2.4,1,1,1,1,1,7,1,1,1,1,1,16,.,.,.,.,.,,2,5,.,0,1,0,0,1,5,4,3,4,4,2,2,2,3,2,1,2,1,4,5,4,2,4,4,4,2,4,2,4,2,3,1,4,5,4,4,4,4,4,4,4,4,4,4,5,2,3,11,0,1,1,0,0,0,0,0,0,1,.,4,4,.,.,.,.,.,.,5,.,4,I think it's a very small percentage of the community here that is involved in protecting our reefs.  I think it's because the people are not aware enough.,1,2,1960,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.,.,8,8,.,.,11
161,2.4,1,2,2,1,1,2,1,1,1,2,1,14,1,1,1,2,1,1,1,.,.,1,0,0,0,0,5,4,4,4,4,3,3,3,3,3,2,4,2,4,4,1,1,2,4,2,4,4,4,2,1,3,1,5,5,5,5,5,5,5,4,4,5,5,5,2,1,3,4,1,0,1,1,0,0,0,0,0,0,5,.,5,5,.,.,.,.,.,.,.,2,"It is somewhat concern regarding the reef, fishing, and pollution in the water.",1,1,.,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,3,3,.,Retail sales,11
173,2.4,1,1,1,1,1,1,1,1,1,1,1,10,.,.,.,.,.,1,3,.,.,0,0,1,0,0,3,1,1,1,3,1,1,1,1,1,1,5,5,5,5,2,5,2,5,5,2,5,5,4,2,5,1,5,5,5,5,5,5,5,5,5,5,5,2,2,1,10,.,1,0,0,0,0,0,0,0,1,0,5,.,.,.,.,.,.,.,5,.,.,5,"I would say, it is very involved with the beaches and the coral reefs.  The people here are very active in beach cleanups.  Whatever agencies are going out just to help.",1,2,.,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,4,4,.,.,11
181,2.4,1,1,1,1,1,1,1,1,1,1,1,10,.,.,.,.,.,1,1,2,.,1,1,0,0,0,5,4,3,3,3,3,1,3,3,3,3,5,1,4,5,5,2,5,5,2,5,5,5,5,4,5,4,5,5,5,5,5,5,5,4,4,5,3,3,3,4,10,11,0,0,0,1,0,0,0,0,1,1,.,.,.,4,.,.,.,.,5,5,.,2,"My local community has this fine or penalty for no dumping in the ocean, and they are told not to dump or not to dispose prescription pills and other stuff in the toilet.",1,2,1960,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,5,3,.,Director,9
200,2.4,1,1,1,1,1,2,1,1,1,1,1,11,.,.,.,.,.,,1,2,.,1,1,0,0,0,5,4,4,4,4,8,8,8,3,8,3,8,2,2,4,2,2,4,2,2,2,8,2,2,2,8,5,4,4,8,8,3,2,4,3,2,2,8,2,1,1,3,.,1,0,1,0,0,0,0,0,0,0,8,.,4,.,.,.,.,.,.,.,.,1,I don't know because I don't know my community because I'm a home person.,1,2,1935,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,4,6,.,.,7
229,2.4,1,2,1,1,1,2,1,1,1,1,1,12,.,.,.,.,.,,1,2,.,1,1,0,0,0,3,2,3,4,3,1,3,2,3,3,1,3,2,4,5,3,3,4,4,3,4,3,2,1,3,3,1,4,5,4,5,5,4,5,4,3,3,3,4,3,3,4,6,0,0,1,1,1,0,0,0,0,0,.,.,4,3,4,.,.,.,.,.,.,2,"They are bystanders, as in, if other people will do it, they will do it, and if not, they won't.",1,2,1996,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"Asian American, won't specify",.,4,5,.,Cafe Server,11
230,2.4,1,4,4,1,3,4,4,2,1,3,4,30,4,1,4,4,4,4,1,3,.,1,0,1,0,0,4,4,5,5,5,4,5,5,8,5,8,4,8,5,4,2,2,4,8,8,2,2,2,2,2,1,2,2,4,3,5,5,4,8,5,4,4,4,5,1,1,3,4,1,0,1,1,0,0,0,0,0,0,4,.,4,4,.,.,.,.,.,.,.,1,"It is all good.  Everybody is happy here.  Like I said, in Hawaii, it is all about aloha.  This means it is about giving and love and honesty.",1,1,1973,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.,.,4,1,.,.,11
231,2.4,1,2,2,2,2,2,1,1,1,1,1,15,.,.,.,.,.,4,1,.,.,1,0,0,0,0,3,2,3,2,3,2,2,3,2,8,1,4,2,2,2,4,2,4,4,4,4,2,4,2,2,3,2,4,4,2,4,4,4,2,8,4,4,4,2,1,1,3,6,1,0,1,0,1,0,0,0,0,0,4,.,4,.,4,.,.,.,.,.,.,2,"Well, the middle class to the upper class are well educated and are working people, but I don't think my local community is overly concerned about the coral reefs.",1,2,1940,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,4,6,.,.,10
232,2.4,1,2,1,1,2,2,1,2,1,1,1,14,.,.,.,.,.,,1,.,.,1,0,0,0,0,3,2,2,2,2,2,2,2,2,2,1,5,1,5,5,4,4,2,5,5,4,4,4,4,2,5,2,5,5,5,5,5,5,4,5,4,4,4,4,1,2,3,.,0,1,1,0,0,0,0,0,0,0,.,4,4,.,.,.,.,.,.,.,.,2,It's the neighborhood I live in.,1,1,1953,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,6,3,.,Physician,11
233,2.4,1,3,2,2,3,3,2,3,4,2,2,26,3,1,3,3,3,4,4,.,.,0,0,0,1,0,1,1,1,8,4,3,3,2,2,3,1,4,5,5,5,4,4,4,5,5,5,4,4,4,4,5,5,5,4,5,5,5,4,5,4,4,4,5,1,2,2,3,9,0,1,1,0,0,0,0,1,0,0,.,4,5,.,.,.,.,4,.,.,.,3,We have community meetings with my family and friends and also with the local government.,2,1,1966,5,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,3,3,.,Correctional Officer,6
234,2.4,1,2,1,1,1,2,1,1,1,1,1,12,.,.,.,.,.,1,1,.,.,1,0,0,0,0,4,3,3,2,2,2,2,2,2,2,2,5,1,4,4,5,5,5,5,5,5,5,4,5,5,3,3,5,5,4,4,5,5,5,4,4,4,5,4,2,1,3,4,1,0,1,1,0,0,0,0,0,0,4,.,4,5,.,.,.,.,.,.,.,2,"Our local community does not appear to be involved or concerned with the conditions of the Hawaii reefs.  I think they believe that nothing is changing, so they don't have to be involved.",1,2,1958,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,4,3,.,Clerk,3
235,2.4,1,2,1,1,1,1,1,1,1,1,1,11,.,.,.,.,.,,8,.,.,.,.,.,.,.,8,8,8,5,8,8,2,8,8,8,1,4,8,8,8,2,8,5,8,2,2,2,4,2,8,2,2,4,8,8,4,4,4,4,4,4,4,4,4,1,1,.,.,1,0,0,0,0,0,0,0,0,0,4,.,.,.,.,.,.,.,.,.,.,4,I live up in the mountain.  It is very nice and very quiet here.,1,2,1936,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.,.,3,6,.,.,1
236,2.4,1,3,3,3,1,1,1,3,1,2,3,21,4,1,1,1,1,1,3,.,.,0,0,1,0,0,2,4,4,4,4,3,2,2,4,3,1,5,1,5,5,2,4,5,4,2,2,2,2,2,2,2,4,4,5,5,5,5,5,5,5,5,5,5,1,3,3,11,.,0,0,1,0,0,0,0,0,0,1,.,.,8,.,.,.,.,.,.,4,.,3,"I would say, most people in the community are not familiar with the ocean marine biology.  I have been a beach boy all my life, and most people don't have any respect or regards, nor understand marine biology.",4,1,1929,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,German,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,5,6,.,.,5
244,2.4,1,2,2,2,2,3,1,1,1,1,1,16,.,.,.,.,.,4,1,4,.,1,0,0,1,0,4,2,2,4,2,2,2,1,2,2,1,5,2,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,2,4,3,5,4,4,3,3,2,1,3,9,10,0,0,1,0,0,0,0,1,1,0,.,.,3,.,.,.,.,3,2,.,.,3,I do not know how to answer that one.,1,1,1965,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,5,3,.,Manager,11
245,2.4,1,4,1,1,4,2,1,1,1,1,1,17,.,.,.,.,.,,1,2,.,1,1,0,0,0,1,2,2,2,2,3,2,2,2,2,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,2,3,1,1,1,0,0,0,0,0,0,0,4,4,4,.,.,.,.,.,.,.,.,1,I don't have any idea.,1,2,1974,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.,.,4,3,.,Caregiver,8
250,2.4,1,2,2,1,1,1,1,1,1,1,1,12,.,.,.,.,.,1,1,.,.,1,0,0,0,0,3,2,2,2,8,1,1,1,1,8,8,5,1,5,5,5,5,5,5,5,1,4,4,5,4,5,5,5,5,5,3,5,5,5,3,5,5,3,3,1,1,2,11,1,1,0,0,0,0,0,0,0,1,5,5,.,.,.,.,.,.,.,4,.,3,It's the residents of the island of Oahu.  That is how I define it.,1,2,.,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.,.,6,3,.,Refused,11
251,2.4,1,3,2,1,2,2,1,2,1,2,1,17,1,1,1,1,1,4,1,2,.,1,1,0,0,0,3,2,2,3,3,2,2,2,2,2,1,5,1,5,5,4,4,3,4,4,4,4,4,4,2,5,5,5,4,3,4,5,4,4,3,4,4,3,4,4,1,3,7,1,0,1,0,0,1,0,0,0,0,4,.,4,.,.,4,.,.,.,.,.,4,It's involved in protecting the environment.  Our community is active in trying to protect the environment.,2,1,1960,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,5,3,.,Claims Examiner,11
253,2.4,1,3,3,3,1,1,3,1,1,3,2,21,4,1,4,4,1,,3,.,.,0,0,1,0,0,2,5,5,5,5,3,4,3,3,3,2,3,3,1,1,5,5,5,5,5,5,5,5,5,5,2,5,1,5,5,5,1,4,2,8,2,5,2,2,1,1,4,10,1,0,0,1,0,0,0,0,1,0,5,.,.,5,.,.,.,.,1,.,.,1,Nobody cares.,2,1,.,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.,.,5,3,.,Utilities,10
262,2.4,1,4,1,1,2,3,1,1,1,1,1,16,.,.,.,.,.,30,1,.,.,1,0,0,0,0,5,4,1,1,1,2,1,1,1,1,3,4,2,4,5,4,4,4,4,4,5,4,4,5,4,3,4,5,5,4,1,4,4,4,4,3,3,4,8,3,4,6,.,0,0,0,1,1,0,0,0,0,0,.,.,.,5,5,.,.,.,.,.,.,5,They advertise and educate the people here.  The community is well aware of what is going on with our environment.,1,2,1975,4,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.,.,5,2,.,.,8
266,2.4,1,1,1,1,1,1,1,1,1,1,1,10,.,.,.,.,.,1,2,.,.,0,1,0,0,0,4,8,4,4,8,8,8,2,3,3,1,5,2,2,8,4,4,4,4,5,5,5,4,8,4,4,4,4,5,4,5,5,5,4,8,8,2,8,4,1,1,2,3,1,1,1,0,0,0,0,0,0,0,4,8,4,.,.,.,.,.,.,.,.,1,I don't know.,1,2,1933,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,4,6,.,.,7
319,2.4,1,2,1,1,2,3,1,1,1,1,1,14,.,.,.,.,.,1,1,2,.,1,1,0,0,0,2,2,2,4,2,2,1,1,2,1,1,5,1,5,5,5,1,4,4,2,4,4,2,4,4,4,4,4,5,4,5,4,4,5,4,4,4,5,4,4,3,.,.,0,0,1,0,0,0,0,0,0,0,.,.,5,.,.,.,.,.,.,.,.,3,All the trash is collected. They are blocking all the streams in the community.,1,1,1963,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,6,6,.,.,6
327,2.4,1,4,2,1,1,3,1,1,1,1,1,16,.,.,.,.,.,1,1,.,.,1,0,0,0,0,4,3,3,3,3,3,3,2,3,3,1,4,2,4,4,4,4,4,5,4,4,4,2,2,2,4,4,3,5,4,3,5,4,4,3,4,4,3,4,5,3,4,11,0,0,1,1,0,0,0,0,0,1,.,.,4,4,.,.,.,.,.,4,.,3,It's very involved in protecting the ocean and the reefs.,1,2,1952,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,3,6,.,.,7
331,2.4,1,1,3,1,1,3,3,1,1,2,1,17,3,1,3,3,3,,1,2,.,1,1,0,0,0,4,4,4,4,5,5,4,3,4,4,3,4,2,4,4,4,2,4,4,4,2,4,4,2,2,2,2,5,4,4,4,4,4,4,4,4,4,4,4,5,1,3,12,1,0,1,0,0,0,0,0,0,0,4,.,4,.,.,.,.,.,.,.,4,5,"I don't know how to define it, but the people in the community, government and the police department are caring and concerned. They are protecting the community. They are friendly and are not strangers to each other.",2,2,1950,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.,.,4,6,.,.,7
337,2.4,1,2,2,1,1,2,2,1,2,2,2,17,2,1,2,2,1,,1,4,.,1,0,0,1,0,3,4,3,4,4,2,2,2,3,3,1,1,1,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,5,4,5,5,5,4,4,1,8,1,4,3,4,6,0,0,1,1,1,0,0,0,0,0,.,.,4,4,4,.,.,.,.,.,.,4,"They are concerned about the coral reefs, environment and fishing.",2,2,.,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.,.,5,3,.,VP of a company,11
340,2.4,1,2,2,2,2,2,2,2,2,1,1,18,.,.,.,.,.,,1,.,.,1,0,0,0,0,3,2,2,2,4,2,2,2,3,3,1,5,1,5,5,5,4,4,5,5,4,5,4,4,4,5,5,4,4,2,5,5,5,5,5,5,4,4,2,3,1,4,6,1,0,0,1,1,0,0,0,0,0,3,.,.,4,5,.,.,.,.,.,.,2,I don't know.,1,1,1987,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,6,3,.,non-profit development,5
383,2.4,1,2,1,1,2,2,1,1,1,2,1,14,1,1,2,2,2,4,1,4,.,1,0,0,1,0,3,2,2,2,2,2,2,2,1,1,1,5,2,3,5,5,4,5,5,5,5,4,5,2,4,4,2,4,4,4,4,5,4,5,4,4,4,4,4,2,1,4,11,1,0,0,1,0,0,0,0,0,1,3,.,.,3,.,.,.,.,.,4,.,2,I am not sure.  I don't know.,1,2,1989,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,.,.,4,5,.,Health care provider,6
403,2.4,1,3,2,1,1,3,1,1,2,1,1,16,.,.,.,.,.,,1,.,.,1,0,0,0,0,4,4,4,4,4,3,3,3,3,3,1,4,2,4,4,5,4,5,5,2,2,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,9,10,1,0,0,0,0,0,0,1,1,0,3,.,.,.,.,.,.,4,4,.,.,5,They have regular meetings and organized cleanup events.,1,1,1965,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,6,3,.,Refused,11
405,2.4,1,4,1,1,1,3,1,3,2,1,1,18,.,.,.,.,.,4,1,4,.,1,0,0,1,0,4,4,4,4,4,3,3,3,3,3,2,4,4,4,4,2,4,4,4,2,4,4,2,2,4,3,2,2,4,4,4,4,4,4,2,4,4,2,4,4,4,10,11,0,0,0,1,0,0,0,0,1,1,.,.,.,3,.,.,.,.,2,5,.,2,I am not familiar with it.,1,2,1981,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,4,1,.,.,7
409,2.4,1,2,1,1,1,1,1,1,1,1,1,11,.,.,.,.,.,1,1,.,.,1,0,0,0,0,8,8,4,8,4,5,3,4,3,4,2,1,3,5,5,1,1,4,5,1,3,2,5,5,2,3,3,5,5,5,1,5,5,5,3,5,5,5,5,5,1,3,4,1,0,1,1,0,0,0,0,0,0,5,.,5,5,.,.,.,.,.,.,.,5,"I don't really know too much about coral reefs, but I know that there is a strong group that is trying to protect the coral reefs.",1,2,1974,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,3,3,.,Refused,4
449,2.4,1,4,1,1,1,3,1,1,1,1,1,15,.,.,.,.,.,1,1,2,.,1,1,0,0,0,2,2,2,3,2,2,1,2,2,8,1,5,1,5,5,5,5,4,5,5,5,5,5,5,5,4,1,5,5,5,5,5,5,5,5,5,3,5,5,5,12,.,.,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,5,3,.,1,2,1960,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Dutch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.,.,5,3,.,Customer Service,3
452,2.4,1,1,1,1,1,1,1,1,1,1,1,10,.,.,.,.,.,,1,2,.,1,1,0,0,0,4,8,8,3,8,2,2,2,3,8,1,4,2,2,5,1,2,2,4,2,4,5,2,2,2,5,1,4,5,4,4,4,4,4,8,4,4,8,4,1,3,.,.,0,0,1,0,0,0,0,0,0,0,.,.,4,.,.,.,.,.,.,.,.,1,.,1,1,1931,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,4,6,.,.,6
454,2.4,1,4,1,1,1,4,1,1,1,1,1,16,.,.,.,.,.,,2,.,.,0,1,0,0,0,4,4,4,4,4,3,3,3,3,3,2,5,4,2,4,5,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,4,.,1,0,0,1,0,0,0,0,0,0,4,.,.,4,.,.,.,.,.,.,.,4,.,4,1,1968,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,4,3,.,Photographer,2
462,2.4,1,2,1,1,1,1,1,1,1,1,1,11,.,.,.,.,.,1,1,2,.,1,1,0,0,0,3,8,2,2,8,3,3,2,3,8,1,8,2,2,4,4,2,5,4,4,8,4,4,2,2,4,3,3,3,3,4,4,4,4,4,4,4,4,4,5,1,4,6,1,0,0,1,1,0,0,0,0,0,5,.,.,5,5,.,.,.,.,.,.,2,.,1,1,1951,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,5,3,.,Cashier,3
463,2.4,1,2,2,2,2,3,1,3,2,1,1,19,.,.,.,.,.,,1,.,.,1,0,0,0,0,4,4,2,4,2,4,4,2,4,2,1,4,4,5,5,4,3,4,4,4,3,5,3,5,2,3,2,4,5,5,5,5,5,5,4,4,2,3,3,1,1,3,10,1,0,1,0,0,0,0,0,1,0,4,.,4,.,.,.,.,.,4,.,.,1,.,1,1,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.,.,8,8,.,.,11
474,2.4,1,4,1,4,1,4,1,3,1,4,4,27,4,1,3,4,2,1,3,.,.,0,0,1,0,0,3,2,2,3,3,1,2,2,2,3,1,5,1,5,4,5,5,5,5,5,5,5,5,5,2,5,5,5,5,4,4,4,4,4,5,5,4,4,4,3,1,3,4,1,0,1,1,0,0,0,0,0,0,5,.,5,3,.,.,.,.,.,.,.,3,.,3,1,1958,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.,.,5,3,.,Medical field,9
480,2.4,1,4,1,1,1,1,1,4,1,1,1,16,.,.,.,.,.,1,8,.,.,.,.,.,.,.,4,3,3,8,8,3,3,8,8,8,2,4,8,4,4,2,8,8,8,8,8,8,8,8,8,2,2,3,3,8,8,8,8,8,8,8,8,8,8,2,3,.,.,0,0,1,0,0,0,0,0,0,0,.,.,4,.,.,.,.,.,.,.,.,4,.,3,1,.,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.,.,3,1,.,.,11
482,2.4,1,2,1,1,1,2,1,1,1,1,1,12,.,.,.,.,.,4,2,.,.,0,1,0,0,0,2,2,8,8,8,2,1,8,8,8,1,4,2,4,4,2,4,4,4,4,2,2,2,4,8,4,4,4,4,8,8,8,4,2,4,4,4,8,8,5,1,4,11,1,0,0,1,0,0,0,0,0,1,4,.,.,4,.,.,.,.,.,4,.,1,.,1,2,1957,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,6,3,.,Refused,11
490,2.4,1,4,2,1,2,1,1,1,2,1,1,16,.,.,.,.,.,4,1,.,.,1,0,0,0,0,4,2,2,3,3,2,2,2,2,3,3,4,2,4,4,3,4,4,4,3,4,4,3,4,3,4,4,4,4,2,2,4,2,4,4,4,4,4,8,4,4,10,12,0,0,0,1,0,0,0,0,1,0,.,.,.,4,.,.,.,.,4,.,3,3,.,2,2,1978,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,4,2,.,.,4
